gene_symbol	Ensembl_ID	length	R20240001_01_EKRN240009369-1A_22375FLT4_L6	R20240001_03_EKRN240009371-1A_22375FLT4_L6	R20240001_04_EKRN240009372-1A_22375FLT4_L6	R20240001_02_EKRN240009370-1A_22375FLT4_L6
MIR5587	ENSG00000266124	53	10	0	13	10
MIR3176	ENSG00000266235	90	19	13	5	14
MIR6859-4	ENSG00000278739	68	10	0	2	5
MIR3180-5	ENSG00000264397	153	0	0	0	0
MIR4717	ENSG00000264004	72	0	0	0	0
SNORD60	ENSG00000206630	83	0	0	0	0
RN7SL850P	ENSG00000263955	291	1	0	0	0
	ENSG00000281010	80	0	0	0	0
METAZOA_SRP	ENSG00000278700	301	0	0	2	1
MIR6769A	ENSG00000276641	73	0	0	0	0
METAZOA_SRP	ENSG00000276096	296	4	0	4	2
MIR3677	ENSG00000266643	60	3	0	0	1
Y_RNA	ENSG00000200059	100	0	0	1	2
MIR4516	ENSG00000265867	86	0	0	0	0
Y_RNA	ENSG00000201075	93	0	0	0	0
MIR3180-4	ENSG00000264115	153	0	0	0	0
MIR4718	ENSG00000264733	51	0	0	0	0
MIR940	ENSG00000284346	94	0	0	0	0
MIR3180-1	ENSG00000265537	94	0	0	0	0
MIR1972-1	ENSG00000238728	77	0	0	0	0
MIR6511B2	ENSG00000283346	71	0	0	0	0
MIR3179-3	ENSG00000266454	84	0	0	0	0
Y_RNA	ENSG00000207294	100	1	0	0	0
MIR3670-3	ENSG00000265776	65	0	0	0	0
	ENSG00000199474	124	0	0	0	0
MIR6511A4	ENSG00000273613	67	0	0	0	0
RNU7-125P	ENSG00000238964	62	0	0	1	0
MIR3180-3	ENSG00000266291	94	0	0	0	0
RN7SL274P	ENSG00000242430	272	0	0	0	0
RNU4-46P	ENSG00000222750	138	0	0	0	0
MIR3179-1	ENSG00000284305	84	0	0	0	0
	ENSG00000238685	127	0	0	0	0
Y_RNA	ENSG00000207425	100	26	0	10	20
MIR6511A1	ENSG00000275259	67	0	0	0	0
MIR193B	ENSG00000207639	83	0	0	0	0
MIR6770-1	ENSG00000278265	60	0	0	0	0
MIR365A	ENSG00000199130	87	0	0	0	0
MIR3680-1	ENSG00000265462	87	1	0	1	0
	ENSG00000252798	238	0	0	0	0
RN7SL557P	ENSG00000266166	286	0	0	0	0
MIR6511B1	ENSG00000284008	85	0	0	0	0
Y_RNA	ENSG00000201371	109	0	0	0	0
RNU6-159P	ENSG00000212382	106	0	0	0	0
RNU6-1241P	ENSG00000207266	107	0	0	0	0
MIR6770-3	ENSG00000275391	60	0	0	0	0
Y_RNA	ENSG00000206927	100	0	0	0	0
RNU6-1340P	ENSG00000207167	107	0	0	0	0
MIR3670-1	ENSG00000263918	65	0	0	0	0
MIR548W	ENSG00000265005	74	0	0	0	0
RNA5SP405	ENSG00000199929	114	0	0	0	0
MIR3670-4	ENSG00000274025	65	0	0	0	0
MIR3179-4	ENSG00000277014	84	0	0	0	0
RNA5SP409	ENSG00000252624	109	0	0	0	0
RNA5SP406	ENSG00000251915	112	0	0	0	0
RNU6-257P	ENSG00000222170	98	0	0	0	0
RNA5SP408	ENSG00000251924	100	0	0	0	0
RNA5SP410	ENSG00000252094	106	0	0	0	0
METAZOA_SRP	ENSG00000275909	282	0	0	0	0
RNU6-845P	ENSG00000199448	103	0	0	0	0
RNA5SP413	ENSG00000252182	109	0	0	0	0
RNA5SP415	ENSG00000253055	115	0	0	0	0
RNA5SP416	ENSG00000252647	111	0	0	0	0
RNA5SP417	ENSG00000252268	108	0	0	0	0
RNA5SP418	ENSG00000251760	117	0	0	0	0
RNA5SP419	ENSG00000251717	135	0	0	0	0
RNA5SP420	ENSG00000252806	137	0	0	0	0
RNA5SP421	ENSG00000252673	134	0	0	0	0
RNA5SP422	ENSG00000252587	111	0	0	0	0
RNA5SP423	ENSG00000252936	109	0	0	0	0
Y_RNA	ENSG00000222767	95	0	0	0	0
RNA5SP411	ENSG00000276599	114	0	0	0	0
RNA5SP425	ENSG00000222268	112	0	0	0	0
RNA5SP412	ENSG00000277004	123	0	0	0	0
5S_RRNA	ENSG00000288601	115	0	0	0	0
RNA5SP414	ENSG00000274228	136	0	0	0	0
	ENSG00000280454	180	0	0	0	0
RNA5-8SP2	ENSG00000200434	152	0	0	0	0
RNA5SP407	ENSG00000222207	110	0	0	0	0
RN7SL841P	ENSG00000239555	297	0	0	0	0
RN7SKP142	ENSG00000223168	328	0	0	0	0
RNU4-58P	ENSG00000200062	141	0	0	0	0
RNU6-21P	ENSG00000207441	107	0	0	0	0
METAZOA_SRP	ENSG00000275808	282	0	0	0	0
RNA5SP428	ENSG00000201999	132	0	0	0	0
RN7SKP76	ENSG00000201289	323	0	0	0	0
Y_RNA	ENSG00000207173	101	0	0	0	0
RNU7-90P	ENSG00000238731	62	1	0	0	0
RNU7-71P	ENSG00000251868	60	0	0	0	0
RNA5SP430	ENSG00000199299	110	0	0	0	0
RNU6-758P	ENSG00000252101	89	0	0	0	0
RN7SKP233	ENSG00000252814	110	0	0	0	0
RNA5SP433	ENSG00000201361	114	0	0	0	0
SNORD33	ENSG00000252022	88	0	0	0	0
U6	ENSG00000283564	57	0	0	0	0
MIR1910	ENSG00000283416	80	0	0	0	0
MIR4719	ENSG00000266426	84	0	0	0	0
MIR6774	ENSG00000274134	70	0	0	0	0
RN7SKP190	ENSG00000251888	286	0	0	0	0
SNORA62	ENSG00000252443	120	0	0	0	0
MIR140	ENSG00000208017	100	0	0	0	0
MIR5189	ENSG00000263456	114	0	0	0	0
RN7SKP176	ENSG00000260682	318	0	0	0	0
MIR6775	ENSG00000278598	69	0	0	1	1
RN7SL381P	ENSG00000263968	298	24	0	16	14
Y_RNA	ENSG00000199949	95	0	0	0	0
RNU1-103P	ENSG00000252311	125	2	0	3	2
MIR4722	ENSG00000284585	60	0	0	0	0
KREMEN2	ENSG00000131650	2342	248	0	201	286
PKMYT1	ENSG00000127564	4974	2015	74	1949	2455
PAQR4	ENSG00000162073	2942	984	86	1052	1307
	ENSG00000274367	417	2	0	2	0
GREP1	ENSG00000262152	6061	68	13	47	69
	ENSG00000262362	608	2	0	0	4
	ENSG00000272079	1269	10	0	8	6
CLDN9	ENSG00000213937	1583	0	0	1	1
CLDN6	ENSG00000184697	1739	7	13	10	18
THOC6	ENSG00000131652	1860	1588	227	1329	1912
BICDL2	ENSG00000162069	4708	0	0	2	1
	ENSG00000205890	3061	0	0	0	0
RNU1-125P	ENSG00000252561	129	0	0	0	0
	ENSG00000262370	2124	0	0	0	0
RNU1-22P	ENSG00000200204	158	0	0	0	0
ZSCAN10	ENSG00000130182	3297	0	0	0	0
ZNF213	ENSG00000085644	6442	548	47	544	683
CASP16P	ENSG00000228146	3538	2	0	0	3
	ENSG00000261889	748	35	27	22	24
	ENSG00000262521	454	0	0	2	2
OR1F1	ENSG00000168124	942	1	0	2	2
OR1F2P	ENSG00000203581	933	0	0	0	1
LINC00921	ENSG00000281005	2468	12	0	13	5
ZNF263	ENSG00000006194	6403	1651	731	1446	1939
	ENSG00000279330	2199	0	0	0	3
	ENSG00000279031	525	5	9	8	5
TIGD7	ENSG00000140993	4140	125	153	116	143
	ENSG00000262899	821	0	0	0	0
	ENSG00000262316	734	0	0	0	0
OR2C1	ENSG00000168158	1418	0	0	0	0
	ENSG00000285329	1270	0	0	6	2
MTCO1P28	ENSG00000262118	1528	12	4	5	7
MTND1P8	ENSG00000263177	950	2	6	8	3
MTRNR2L4	ENSG00000232196	1690	2	0	9	1
ZNF174	ENSG00000103343	2890	312	206	278	462
ZNF597	ENSG00000167981	5483	172	294	153	235
NAA60	ENSG00000122390	7349	1584	434	1599	1960
	ENSG00000263212	529	0	0	0	0
MIR6126	ENSG00000273776	89	0	0	0	0
C16ORF90	ENSG00000215131	972	0	0	0	0
	ENSG00000240311	568	1	0	2	2
CLUAP1	ENSG00000103351	7746	707	938	754	846
	ENSG00000278942	830	0	0	0	0
NLRC3	ENSG00000167984	6689	10	0	7	9
	ENSG00000262312	2955	1	0	0	0
	ENSG00000261938	329	0	0	0	0
SLX4	ENSG00000188827	8599	1013	274	958	1060
	ENSG00000263235	1068	38	44	40	38
TRAP1	ENSG00000126602	5183	4913	2099	5380	6412
	ENSG00000276754	383	0	0	0	0
	ENSG00000262471	266	0	0	0	0
	ENSG00000263105	318	0	0	0	0
SRL	ENSG00000185739	5702	14	7	30	14
TFAP4	ENSG00000090447	7867	1658	310	2095	2312
GLIS2	ENSG00000126603	4657	258	41	234	367
GLIS2-AS1	ENSG00000262686	340	1	0	0	3
PAM16	ENSG00000217930	2331	103	14	79	136
	ENSG00000262712	1949	11	0	16	17
CORO7-PAM16	ENSG00000103426	3815	0	0	0	0
	ENSG00000280063	1955	86	42	84	90
CORO7	ENSG00000262246	8793	135	10	150	173
VASN	ENSG00000168140	2816	41	0	36	39
DNAJA3	ENSG00000103423	7071	2323	843	2193	2715
	ENSG00000277170	479	7	5	7	13
	ENSG00000277440	582	3	0	6	10
	ENSG00000275515	186	2	0	2	0
HMOX2	ENSG00000103415	3377	755	255	597	839
SNORA30	ENSG00000206755	129	0	12	0	0
TMEM265	ENSG00000281991	1649	0	0	0	0
	ENSG00000260899	883	0	0	0	0
PHKG2	ENSG00000156873	7486	696	234	649	802
CCDC189	ENSG00000196118	2592	58	18	57	55
	ENSG00000280211	2502	33	0	25	33
ZNF629	ENSG00000102870	6083	3010	984	3091	3504
METAZOA_SRP	ENSG00000274848	273	1	0	0	0
	ENSG00000260082	600	2	0	0	0
	ENSG00000274678	547	0	0	0	1
MIR4519	ENSG00000265991	58	0	0	0	0
	ENSG00000262721	561	0	0	0	0
MIR762	ENSG00000211591	83	0	0	0	0
CTF2P	ENSG00000230447	604	0	0	0	0
FBXL19-AS1	ENSG00000260852	3951	289	119	222	351
	ENSG00000261487	1630	0	0	2	0
ORAI3	ENSG00000175938	2641	6	9	6	4
	ENSG00000275263	328	14	0	7	12
	ENSG00000279196	3641	27	10	21	36
HSD3B7	ENSG00000099377	2490	31	10	21	33
STX1B	ENSG00000099365	5206	530	151	522	696
STX4	ENSG00000103496	4055	433	108	348	539
	ENSG00000260911	449	0	0	0	1
	ENSG00000232748	3593	28	0	20	36
ZNF668	ENSG00000167394	3855	271	38	255	361
	ENSG00000261124	504	7	0	6	4
ZNF646	ENSG00000167395	8635	1806	314	1871	2147
PRSS53	ENSG00000151006	5501	29	0	41	63
	ENSG00000255439	2716	0	0	1	0
VKORC1	ENSG00000167397	2190	264	43	260	247
	ENSG00000280160	2218	14	0	17	23
BCKDK	ENSG00000103507	3873	1604	182	1561	1906
KAT8	ENSG00000103510	5726	1493	851	1760	2027
	ENSG00000262766	543	18	5	20	8
	ENSG00000278133	756	389	370	338	320
	ENSG00000261385	357	0	0	0	0
PRSS8	ENSG00000052344	2975	0	0	0	4
PRSS36	ENSG00000178226	3673	11	0	7	5
	ENSG00000263343	280	0	19	3	1
NDUFA3P6	ENSG00000262366	250	0	0	0	0
	ENSG00000260304	463	0	0	0	0
	ENSG00000260060	833	12	9	7	10
PYCARD	ENSG00000103490	1660	0	0	0	1
PYCARD-AS1	ENSG00000261359	1095	0	0	0	0
TRIM72	ENSG00000177238	8430	3	0	0	5
	ENSG00000263331	405	2	0	0	0
	ENSG00000262983	573	0	0	0	0
ZP2	ENSG00000103310	3453	0	0	0	0
ANKS4B	ENSG00000175311	4323	0	0	0	0
	ENSG00000283421	217	0	0	0	0
CRYM-AS1	ENSG00000189149	2746	8	0	1	3
	ENSG00000257403	255	0	0	0	1
SNX29P1	ENSG00000158482	1007	0	0	0	0
	ENSG00000276548	110	0	0	0	0
NPIPB3	ENSG00000169246	4717	27	40	14	33
NAGPA	ENSG00000103174	5484	323	57	283	354
	ENSG00000260882	438	0	0	1	1
EEF2KMT	ENSG00000118894	3135	353	94	356	466
	ENSG00000267070	531	0	0	0	0
	ENSG00000285567	1928	0	0	0	0
ENPP7P14	ENSG00000273963	1040	0	0	0	1
	ENSG00000260431	352	0	0	0	0
LINC02164	ENSG00000261811	672	0	0	0	0
	ENSG00000260817	358	0	0	0	0
RPS3AP48	ENSG00000242278	781	0	0	0	0
SNRPCP20	ENSG00000267182	210	0	0	0	0
NPM1P3	ENSG00000261007	892	0	0	0	0
LINC01570	ENSG00000260338	3809	0	0	0	0
MIR8065	ENSG00000273648	100	0	0	0	0
	ENSG00000270440	531	0	0	0	0
	ENSG00000280000	1768	0	0	0	0
	ENSG00000257180	776	0	0	0	0
	ENSG00000286635	2861	2	0	1	0
	ENSG00000260835	572	0	0	0	0
	ENSG00000278975	1676	0	0	0	0
	ENSG00000259963	175	0	0	0	0
RNU7-99P	ENSG00000252080	62	0	0	0	0
RNU6-457P	ENSG00000200869	107	0	0	0	0
RNU6-328P	ENSG00000212189	106	0	0	0	0
	ENSG00000240419	347	0	0	0	0
	ENSG00000283584	80	0	0	0	0
	ENSG00000261198	567	0	0	0	0
	ENSG00000252138	111	0	0	0	0
MT4	ENSG00000102891	270	0	0	0	0
MT2A	ENSG00000125148	914	5	0	0	1
	ENSG00000260823	444	0	0	0	0
MT1E	ENSG00000169715	1052	0	0	0	0
MT1M	ENSG00000205364	511	0	0	0	0
MT1JP	ENSG00000255986	1001	0	0	0	0
MT1A	ENSG00000205362	396	0	0	0	0
MT1CP	ENSG00000205360	174	0	0	0	0
	ENSG00000259923	244	0	0	0	0
MT1B	ENSG00000169688	393	0	0	0	0
MT1F	ENSG00000198417	1852	0	0	0	0
MT1IP	ENSG00000275691	261	0	0	0	0
MT1X	ENSG00000187193	1727	0	0	1	0
	ENSG00000259827	551	0	0	0	0
DPPA2P4	ENSG00000261429	878	0	0	0	0
NUP93-DT	ENSG00000261302	1565	2	0	3	4
CRYM	ENSG00000103316	3593	0	1	1	1
IGSF6	ENSG00000140749	3467	6	0	5	8
RNU6-1005P	ENSG00000207248	107	0	0	1	5
RNU6-196P	ENSG00000207042	107	0	0	1	0
	ENSG00000260306	1665	25	7	11	29
	ENSG00000276721	106	0	0	0	0
SMG1P4	ENSG00000185710	6290	35	64	31	41
	ENSG00000257408	666	0	0	0	0
	ENSG00000274460	1491	35	46	45	55
UQCRC2	ENSG00000140740	4589	5190	5057	5330	6021
	ENSG00000260395	934	0	0	0	0
	ENSG00000275445	583	0	0	3	2
TPRKBP2	ENSG00000260452	475	0	14	0	4
	ENSG00000200652	126	0	0	0	0
RNY1P10	ENSG00000200138	113	0	0	0	0
GAPDHP35	ENSG00000250982	976	1	0	0	0
	ENSG00000283662	2681	40	69	54	56
SBK1	ENSG00000188322	5243	5101	1021	5064	6735
	ENSG00000246465	2481	280	90	381	370
NPIPB6	ENSG00000198156	2135	9	15	9	25
	ENSG00000271623	634	0	0	1	0
MIR6862-1	ENSG00000275429	70	0	0	0	0
CDC37P2	ENSG00000261089	1029	0	0	0	0
	ENSG00000275654	256	0	0	0	0
	ENSG00000270118	371	0	0	0	0
	ENSG00000261832	4192	0	0	2	1
NPIPB7	ENSG00000233232	1697	1	0	0	3
IL27	ENSG00000197272	1270	0	0	0	0
	ENSG00000271495	328	0	0	0	0
	ENSG00000275441	432	8	14	10	10
SGF29	ENSG00000176476	2124	360	79	379	417
	ENSG00000278665	740	0	0	0	0
	ENSG00000278725	400	0	0	0	0
	ENSG00000285020	633	0	0	0	0
	ENSG00000261419	361	8	0	1	2
CDC37P1	ENSG00000259982	959	0	0	0	1
MIR6862-2	ENSG00000278340	70	0	0	0	0
	ENSG00000270424	637	2	0	3	0
	ENSG00000278528	255	0	0	0	0
	ENSG00000251417	1963	3	16	0	2
	ENSG00000240634	694	1	0	0	2
	ENSG00000260796	540	2	0	4	2
	ENSG00000275807	1539	66	2	60	100
	ENSG00000260570	295	0	0	0	0
TUFM	ENSG00000178952	2211	7535	1235	7730	9341
MIR4721	ENSG00000283845	89	0	0	0	0
	ENSG00000261766	544	2	0	5	14
	ENSG00000252461	128	0	0	0	1
RABEP2	ENSG00000177548	4498	227	28	179	296
CD19	ENSG00000177455	2681	0	11	0	3
	ENSG00000260853	3275	284	39	158	229
MIR4517	ENSG00000284541	79	0	0	0	0
	ENSG00000260367	1478	6	5	16	17
SPNS1	ENSG00000169682	3792	22	11	16	49
	ENSG00000261067	5296	20	0	10	17
	ENSG00000261552	454	0	0	0	0
NPIPB10P	ENSG00000196796	1354	0	0	0	1
	ENSG00000260908	2180	0	0	0	0
RRN3P2	ENSG00000103472	2271	0	0	1	0
	ENSG00000284671	1611	0	0	0	0
	ENSG00000260517	2488	4	3	5	5
	ENSG00000279106	1223	2	0	1	3
	ENSG00000259807	4772	4	18	11	5
	ENSG00000273582	359	0	0	1	2
	ENSG00000260953	561	3	0	0	0
	ENSG00000277999	553	0	0	0	0
	ENSG00000198106	4818	2	0	2	6
	ENSG00000260413	653	0	0	0	0
	ENSG00000278078	104	1	0	0	0
NPIPB11	ENSG00000254206	4398	38	7	22	37
SMG1P6	ENSG00000254634	2930	16	49	10	5
	ENSG00000260335	152	0	0	0	2
SLX1B	ENSG00000181625	2462	2	0	0	4
SLX1B-SULT1A4	ENSG00000260280	4054	0	0	0	0
	ENSG00000258150	1819	0	0	0	0
	ENSG00000279228	988	0	0	0	0
	ENSG00000257691	292	0	0	0	0
	ENSG00000257506	259	0	0	0	0
SNX29P2	ENSG00000271699	2113	0	0	0	2
	ENSG00000277191	107	0	0	0	0
	ENSG00000284649	769	0	4	1	6
	ENSG00000279583	1008	6	0	8	2
MIR3680-2	ENSG00000266758	87	0	0	0	0
CA5AP1	ENSG00000260133	576	0	0	0	0
	ENSG00000260514	309	0	0	0	0
SPN	ENSG00000197471	7382	0	0	0	1
	ENSG00000288632	2972	13	0	8	10
SMG1P2	ENSG00000205534	4221	42	73	58	65
SLC7A5P1	ENSG00000260727	538	0	0	0	0
TAOK2	ENSG00000149930	8831	2421	307	2017	2894
HIRIP3	ENSG00000149929	3560	2110	590	2322	2684
INO80E	ENSG00000169592	5655	1567	390	1423	1922
DOC2A	ENSG00000149927	6368	862	170	959	1246
	ENSG00000274904	520	0	0	0	0
PPP4C	ENSG00000149923	2733	4025	577	3940	5037
YPEL3	ENSG00000090238	3181	562	109	789	846
GDPD3	ENSG00000102886	1572	52	29	47	107
	ENSG00000261367	553	2	0	0	3
	ENSG00000275371	1061	8	0	7	8
MAPK3	ENSG00000102882	3669	1226	322	1414	1623
CORO1A-AS1	ENSG00000261416	811	1	0	1	3
BOLA2B	ENSG00000169627	1367	0	0	0	0
SLX1A-SULT1A3	ENSG00000213599	4611	0	0	0	0
	ENSG00000258130	2707	0	0	0	0
	ENSG00000278887	988	0	0	0	0
	ENSG00000261444	210	0	0	0	0
	ENSG00000261203	258	0	0	0	0
	ENSG00000273724	337	10	0	5	7
CD2BP2	ENSG00000169217	3713	2839	434	2301	3333
TBC1D10B	ENSG00000169221	6929	2075	230	2096	2461
	ENSG00000274653	512	2	0	3	9
CORO1A	ENSG00000102879	4779	958	128	997	1300
GPR139	ENSG00000180269	4931	21	44	31	44
SLX1A	ENSG00000132207	2476	2	0	0	0
SULT1A4	ENSG00000213648	1945	0	0	0	0
CES1	ENSG00000198848	2937	0	0	0	0
GLG1	ENSG00000090863	14111	2042	1344	2275	2525
C16ORF95	ENSG00000260456	3670	8	0	14	16
MRTFB	ENSG00000186260	16580	1150	955	1032	1246
EIF3CL	ENSG00000205609	3053	46	18	49	67
ZNF469	ENSG00000225614	13774	61	43	49	62
CA5A	ENSG00000174990	2067	3	0	3	0
PLA2G10	ENSG00000069764	752	3	0	2	3
EIF3C	ENSG00000184110	6925	646	77	606	691
PIGQ	ENSG00000007541	7856	875	35	919	1099
ATP2A1	ENSG00000196296	4544	47	15	65	55
FUS	ENSG00000089280	6989	22471	12300	20460	26745
MT1H	ENSG00000205358	723	0	0	0	0
MT3	ENSG00000087250	1679	0	0	0	0
PDIA2	ENSG00000185615	2236	188	23	150	250
TNFRSF12A	ENSG00000006327	1801	46	18	57	102
HCFC1R1	ENSG00000103145	1428	445	83	461	597
RRN3	ENSG00000085721	4139	3209	3560	2756	3362
GINS3	ENSG00000181938	5108	1839	1487	1427	1840
LMF1	ENSG00000103227	8218	208	0	199	286
IRX6	ENSG00000159387	2952	18	8	33	26
ROGDI	ENSG00000067836	3613	271	0	295	388
KDM8	ENSG00000155666	4026	177	38	158	199
SEPTIN12	ENSG00000140623	2040	0	0	0	1
OTOA	ENSG00000155719	7541	1	10	2	3
PYDC1	ENSG00000169900	637	0	0	0	0
SULT1A3	ENSG00000261052	2561	13	6	2	8
HNRNPCP4	ENSG00000263179	900	0	6	1	1
RMI2	ENSG00000175643	3611	1276	1685	1713	1749
TNP2	ENSG00000178279	1786	0	0	0	0
PRM3	ENSG00000178257	431	0	0	0	0
	ENSG00000212228	124	0	0	0	0
PRM2	ENSG00000122304	724	0	0	0	0
PRM1	ENSG00000175646	399	0	0	0	0
	ENSG00000287429	491	0	0	0	0
MIR548H2	ENSG00000221801	88	0	0	0	0
Y_RNA	ENSG00000199668	112	0	0	0	0
	ENSG00000263080	1134	9	8	9	15
	ENSG00000262703	1095	52	17	20	48
	ENSG00000188897	12027	10	0	6	5
	ENSG00000262636	260	0	0	0	0
	ENSG00000262999	2279	0	0	0	0
SNN	ENSG00000184602	3264	1746	481	1386	2006
	ENSG00000262420	2597	0	0	1	2
METAZOA_SRP	ENSG00000274505	283	1	0	0	0
	ENSG00000278985	1776	4	0	0	3
CENPN-AS1	ENSG00000260213	3393	4	0	4	2
	ENSG00000284512	2892	6	13	1	0
	ENSG00000261061	716	0	0	0	0
ATMIN	ENSG00000166454	6259	1127	1645	921	1252
	ENSG00000260643	3177	4	0	13	9
	ENSG00000261141	593	3	0	2	0
	ENSG00000261838	496	0	0	0	0
	ENSG00000245059	1088	0	0	1	1
GCSH	ENSG00000140905	3640	63	187	41	67
PKD1L2	ENSG00000166473	18637	0	0	0	2
RNU6-1191P	ENSG00000252608	107	0	0	0	0
	ENSG00000286759	938	0	0	0	0
BCO1	ENSG00000135697	2689	0	0	0	0
	ENSG00000280182	2168	0	0	0	0
	ENSG00000260495	2693	8	0	5	17
MIR4720	ENSG00000284473	76	0	0	0	0
	ENSG00000279021	968	0	0	0	0
PPIAP51	ENSG00000260229	497	0	0	0	0
	ENSG00000279476	2794	0	0	3	0
MIR7854	ENSG00000277255	65	0	0	0	0
MIR6504	ENSG00000275109	61	0	0	0	0
	ENSG00000279681	506	0	0	0	0
	ENSG00000279294	2059	0	0	0	2
	ENSG00000279841	1846	0	0	0	1
PDXDC2P	ENSG00000255185	2707	0	0	0	0
MIR1972-2	ENSG00000239118	77	0	0	0	0
	ENSG00000241183	496	0	0	0	0
PDPR	ENSG00000090857	9679	1274	603	1115	1238
	ENSG00000247228	3427	0	0	1	0
	ENSG00000261145	106	0	0	0	0
SMG1P7	ENSG00000261556	4509	156	101	104	207
EXOSC6	ENSG00000223496	5163	1418	1113	1367	1618
RN7SL279P	ENSG00000265648	284	0	0	0	0
DDX19B	ENSG00000157349	4455	355	165	310	373
	ENSG00000260537	2587	0	0	0	0
DDX19A-DT	ENSG00000261777	1765	14	6	10	12
DDX19A	ENSG00000168872	7847	411	239	369	456
	ENSG00000285710	1193	2	0	0	3
ST3GAL2	ENSG00000157350	9745	1294	191	1184	1518
	ENSG00000260111	590	0	0	0	0
RPS27P26	ENSG00000240043	239	0	0	0	0
RNU6-23P	ENSG00000200153	107	0	0	0	0
FCSK	ENSG00000157353	7231	119	47	135	164
SF3B3	ENSG00000189091	12416	7644	3397	6237	7953
SNORD111B	ENSG00000221514	80	1	0	0	1
SNORD111	ENSG00000221066	94	3	0	0	2
AARS1	ENSG00000090861	10248	3488	1421	5579	4438
	ENSG00000252122	135	0	0	0	0
	ENSG00000261717	530	0	0	0	0
	ENSG00000274220	2557	6	0	2	9
TMEM170A	ENSG00000166822	5572	869	885	780	942
	ENSG00000261476	852	1	0	2	0
CHST6	ENSG00000183196	8620	28	5	19	27
	ENSG00000203472	573	0	0	0	0
	ENSG00000273971	342	0	0	1	0
	ENSG00000260092	2125	0	0	0	0
	ENSG00000259992	798	0	0	0	0
	ENSG00000276408	668	0	0	5	10
GABARAPL2	ENSG00000034713	3010	1367	2395	1348	1526
	ENSG00000276523	501	6	0	3	4
	ENSG00000287194	76	0	0	0	0
TERF2IP	ENSG00000166848	4422	1431	1601	1618	1727
	ENSG00000284484	1240	0	0	0	1
DUXB	ENSG00000282757	1117	0	0	0	0
RN7SL520P	ENSG00000240199	286	0	0	0	0
ATP5PBP7	ENSG00000261424	760	0	0	0	0
CPHXL	ENSG00000283755	1359	0	0	0	0
RNA5SP403	ENSG00000200468	108	0	0	0	0
RNA5SP404	ENSG00000252927	132	0	0	0	0
	ENSG00000260362	660	0	0	0	0
	ENSG00000283221	179	0	0	0	0
	ENSG00000287830	1797	0	0	0	0
	ENSG00000261810	488	0	0	0	0
IMPDH1P11	ENSG00000261647	1504	0	0	0	0
	ENSG00000285543	1860	0	0	0	0
RN7SL493P	ENSG00000266439	299	0	0	0	0
	ENSG00000260756	1313	0	0	0	0
	ENSG00000279662	4439	12	20	3	12
RNU6-633P	ENSG00000199482	103	0	0	0	0
GNAO1-DT	ENSG00000246379	9197	29	23	41	45
	ENSG00000279523	991	0	0	1	0
	ENSG00000260041	834	0	0	0	0
GNAO1	ENSG00000087258	14555	4979	1240	5920	6505
GNAO1-AS1	ENSG00000261439	1905	1	0	6	1
MIR3935	ENSG00000265281	104	0	0	0	0
	ENSG00000287866	1075	0	0	1	0
	ENSG00000260198	1777	3	0	2	10
	ENSG00000279764	1491	4	0	5	2
	ENSG00000272372	1639	46	1	67	66
AMFR	ENSG00000159461	5765	1142	529	1181	1265
	ENSG00000260621	549	0	0	0	0
OGFOD1	ENSG00000087263	5779	1917	2744	1858	2243
KARS1	ENSG00000065427	4051	3832	3384	3671	4435
GAN	ENSG00000261609	15699	343	387	285	383
RHBDF1	ENSG00000007384	4914	123	0	90	141
	ENSG00000278995	279	0	0	0	0
NPRL3	ENSG00000103148	6426	1412	164	1551	1830
	ENSG00000269482	472	0	0	0	0
	ENSG00000228779	801	1	0	6	0
HBZ	ENSG00000130656	1160	0	0	0	1
HBM	ENSG00000206177	912	0	0	0	0
HBZP1	ENSG00000206178	429	0	0	0	0
HBAP1	ENSG00000225323	372	0	0	0	0
HBA2	ENSG00000188536	827	0	0	1	0
HBA1	ENSG00000206172	835	0	0	0	1
Y_RNA	ENSG00000207243	103	0	0	0	0
HBQ1	ENSG00000086506	528	33	30	93	99
RNU6-359P	ENSG00000202336	108	0	0	0	0
DDX28	ENSG00000182810	2317	756	446	809	898
	ENSG00000261864	549	1	0	1	2
NFATC3	ENSG00000072736	8806	1258	894	1061	1405
Y_RNA	ENSG00000201850	95	0	0	0	0
	ENSG00000212445	135	0	0	1	0
	ENSG00000262514	1187	0	0	0	0
	ENSG00000279621	1141	0	0	0	0
RPS12P27	ENSG00000240435	337	3	0	0	0
	ENSG00000260891	460	3	0	2	2
	ENSG00000263276	3022	6	6	1	2
	ENSG00000262160	3177	0	0	0	0
ESRP2	ENSG00000103067	5189	6	1	6	7
MIR6773	ENSG00000284259	74	0	0	0	0
	ENSG00000261469	533	3	0	1	1
PLA2G15	ENSG00000103066	4460	201	14	180	213
	ENSG00000260441	490	2	0	1	0
SLC7A6	ENSG00000103064	7588	855	441	711	907
RNU6-1262P	ENSG00000252026	96	2	4	1	2
SLC7A6OS	ENSG00000103061	5230	283	158	243	287
	ENSG00000279649	2704	47	43	22	24
	ENSG00000259797	428	6	0	1	2
RNU4-30P	ENSG00000222177	143	0	0	0	0
SMPD3	ENSG00000103056	6984	1077	158	1142	1284
	ENSG00000279693	2938	80	9	65	65
	ENSG00000287760	1062	26	3	30	28
	ENSG00000274698	2036	21	24	22	13
