gene_symbol	Ensembl_ID	length	R20230019_08_EKRN230075585-1A_22HFFNLT3_L4	R20230019_13_EKRN230075590-1A_22HFFNLT3_L4	R20230019_01_EKRN230075578-1A_22HFFNLT3_L3	R20230019_09_EKRN230075586-1A_22HFFNLT3_L4	R20230019_02_EKRN230075579-1A_222JL7LT4_L2	R20230019_03_EKRN230075580-1A_22HFFNLT3_L3	R20230019_16_EKRN230075593-1A_222JL7LT4_L2	R20230019_04_EKRN230075581-1A_222T7MLT4_L1	R20230019_07_EKRN230075584-1A_22HFFNLT3_L4	R20230019_11_EKRN230075588-1A_22HFFNLT3_L4	R20230019_10_EKRN230075587-1A_22HFFNLT3_L4	R20230019_05_EKRN230075582-1A_22HFFNLT3_L3	R20230019_14_EKRN230075591-1A_22HFFNLT3_L4	R20230019_15_EKRN230075592-1A_222JL7LT4_L2	R20230019_06_EKRN230075583-1A_22HFFNLT3_L4	R20230019_12_EKRN230075589-1A_22HFFNLT3_L4
	ENSG00000277191	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000284649	769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000279583	1008	6	10	8	8	4	6	4	5	17	7	8	0	4	8	4	5
MIR3680-2	ENSG00000266758	87	0	0	0	3	0	1	0	0	0	0	0	0	2	0	0	6
CA5AP1	ENSG00000260133	576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000260514	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPN	ENSG00000197471	7382	1589	0	11242	0	12994	7935	1575	5401	9	0	0	7	1442	1366	1	0
	ENSG00000288632	2972	7	15	8	9	7	4	28	2	9	18	19	9	10	17	4	5
SMG1P2	ENSG00000205534	4221	55	44	57	60	136	22	52	37	54	42	68	36	68	73	66	22
SLC7A5P1	ENSG00000260727	538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAOK2	ENSG00000149930	8831	5046	3450	2924	3239	2433	1887	3721	1377	3702	2460	2649	2691	4908	4278	4512	2741
HIRIP3	ENSG00000149929	3560	2301	3262	3917	1774	3500	2653	1991	2006	2303	1413	1488	2429	1929	1877	3881	1677
INO80E	ENSG00000169592	5655	4548	4062	3148	2959	2828	1900	2940	1879	4118	2660	2724	3236	3851	3669	5399	2776
DOC2A	ENSG00000149927	6368	27	6	0	2	4	0	33	0	10	4	0	11	36	54	8	5
	ENSG00000274904	520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP4C	ENSG00000149923	2733	6308	4253	4977	4626	5089	3389	5492	4062	4013	4182	4213	3310	5385	5806	5319	4620
YPEL3	ENSG00000090238	3181	4942	1697	424	2261	338	304	2995	279	992	2466	2410	1236	4086	3281	2026	2497
GDPD3	ENSG00000102886	1572	116	218	71	63	42	37	64	30	218	39	60	200	97	63	475	58
	ENSG00000261367	553	10	1	3	14	11	0	19	5	10	3	1	0	12	14	12	15
	ENSG00000275371	1061	0	16	2	4	1	3	1	1	71	0	0	26	13	6	55	0
MAPK3	ENSG00000102882	3669	3205	2422	2003	2475	2143	1468	3149	1174	2312	1962	2407	1802	3038	3221	3101	2288
CORO1A-AS1	ENSG00000261416	811	226	455	143	111	129	103	111	55	431	109	68	320	156	121	650	94
BOLA2B	ENSG00000169627	1367	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
SLX1A-SULT1A3	ENSG00000213599	4611	3	2	0	0	2	0	0	0	8	0	0	8	3	4	5	0
	ENSG00000258130	2707	6	0	0	10	0	0	0	0	0	3	0	0	0	0	0	8
	ENSG00000278887	988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000261444	210	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	ENSG00000261203	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000273724	337	4	13	38	23	40	27	4	26	24	14	2	43	4	3	40	17
CD2BP2	ENSG00000169217	3713	4659	5198	4341	2920	3743	2822	3563	3219	4798	2557	2565	3999	4198	3868	6947	2912
TBC1D10B	ENSG00000169221	6929	4003	2808	8545	5100	7650	6116	3388	4180	3203	4237	4224	2515	3643	3427	3519	4780
	ENSG00000274653	512	22	16	10	11	5	8	26	9	28	2	5	27	57	65	39	16
CORO1A	ENSG00000102879	4779	32912	10224	11285	18802	13888	7813	30795	7136	15730	18214	18797	8893	32340	30887	9765	20747
GPR139	ENSG00000180269	4931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLX1A	ENSG00000132207	2476	0	2	1	0	1	3	0	0	0	0	0	2	2	0	1	0
SULT1A4	ENSG00000213648	1945	1	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0
CES1	ENSG00000198848	2937	123	1	0	0	2	2	153	0	0	1	0	0	131	134	0	0
GLG1	ENSG00000090863	14111	7444	9392	11480	5484	11356	7958	7780	4690	9550	4217	4655	7838	7317	7373	11076	3972
C16ORF95	ENSG00000260456	3670	25	47	111	58	131	85	24	69	59	25	44	49	53	21	95	32
MRTFB	ENSG00000186260	16580	1614	1705	1302	1299	1507	919	1825	575	1551	895	1062	1337	1812	1783	2465	898
EIF3CL	ENSG00000205609	3053	81	53	45	376	100	42	81	32	41	183	236	28	52	73	45	183
ZNF469	ENSG00000225614	13774	9	0	0	0	0	0	0	1	0	0	0	0	3	8	0	0
CA5A	ENSG00000174990	2067	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0
PLA2G10	ENSG00000069764	752	2	6	11	10	5	16	0	6	3	10	8	3	1	5	12	5
EIF3C	ENSG00000184110	6925	1132	529	784	947	1134	654	1539	369	622	533	475	430	1175	1171	539	508
PIGQ	ENSG00000007541	7856	748	2503	2081	1507	2098	1437	559	890	2701	1431	1467	1963	683	657	3587	1510
ATP2A1	ENSG00000196296	4544	150	442	153	52	130	92	90	73	381	49	68	287	131	145	780	55
FUS	ENSG00000089280	6989	13781	16714	19702	13242	19416	12349	8138	9267	15854	8939	9622	11893	11020	10696	17048	11014
MT1H	ENSG00000205358	723	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
MT3	ENSG00000087250	1679	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PDIA2	ENSG00000185615	2236	4	6	1466	30	1069	1100	0	981	7	7	34	3	0	0	24	39
TNFRSF12A	ENSG00000006327	1801	93	294	426	15	486	248	95	249	261	15	14	212	126	108	229	40
HCFC1R1	ENSG00000103145	1428	592	973	1280	855	1375	941	389	651	872	770	755	782	517	443	1192	885
RRN3	ENSG00000085721	4139	2620	2975	3184	3721	3489	2351	3214	1327	2631	2610	3086	2254	2631	2735	3213	2699
GINS3	ENSG00000181938	5108	528	1699	1327	940	1294	891	604	605	1228	794	798	1261	448	573	1500	882
LMF1	ENSG00000103227	8218	21	357	125	9	86	88	12	83	291	25	14	229	30	12	567	8
IRX6	ENSG00000159387	2952	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	0
ROGDI	ENSG00000067836	3613	44	369	100	66	134	85	40	49	344	43	55	330	36	35	544	26
KDM8	ENSG00000155666	4026	284	423	76	187	107	70	193	39	449	221	178	330	206	156	541	179
SEPTIN12	ENSG00000140623	2040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTOA	ENSG00000155719	7541	1	32	1	6	3	1	0	0	10	5	3	10	0	6	7	0
PYDC1	ENSG00000169900	637	18	10	49	0	43	26	7	44	15	0	0	16	14	10	21	0
SULT1A3	ENSG00000261052	2561	46	40	14	11	10	6	16	0	43	5	25	27	28	18	86	24
HNRNPCP4	ENSG00000263179	900	1	0	1	3	0	0	3	1	1	0	0	1	0	1	7	2
RMI2	ENSG00000175643	3611	1608	4913	878	1135	1125	596	1808	416	3009	1030	995	3429	1585	1847	4348	999
TNP2	ENSG00000178279	1786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRM3	ENSG00000178257	431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000212228	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRM2	ENSG00000122304	724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRM1	ENSG00000175646	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000287429	491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR548H2	ENSG00000221801	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	ENSG00000199668	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
	ENSG00000263080	1134	10	154	3	1	4	8	6	5	99	10	3	98	17	19	175	10
	ENSG00000262703	1095	40	141	23	20	29	23	27	20	102	14	20	102	31	49	143	5
	ENSG00000188897	12027	46	345	1268	137	817	642	40	666	435	158	134	350	41	27	674	166
	ENSG00000262636	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000262999	2279	2	0	33	0	10	17	2	25	13	10	8	5	5	0	4	0
SNN	ENSG00000184602	3264	1800	2540	508	1162	463	305	1861	230	1835	982	1012	1935	2030	1567	3761	1117
	ENSG00000262420	2597	13	96	35	16	31	19	15	29	108	28	21	108	50	15	116	16
METAZOA_SRP	ENSG00000274505	283	0	0	3	0	0	2	0	2	4	1	2	0	1	3	6	0
	ENSG00000278985	1776	19	12	47	15	26	15	6	7	6	19	19	1	19	25	7	6
CENPN-AS1	ENSG00000260213	3393	5	17	16	14	7	6	7	10	6	5	2	5	6	16	8	9
	ENSG00000284512	2892	16	4	13	1	9	17	13	5	30	0	21	9	32	10	21	13
	ENSG00000261061	716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATMIN	ENSG00000166454	6259	1856	1521	2965	1937	3421	2192	2251	1142	1270	1332	1503	1158	2045	1984	1718	1393
	ENSG00000260643	3177	2	13	31	5	45	40	8	5	24	12	12	27	10	15	39	9
	ENSG00000261141	593	5	6	4	0	2	6	0	3	6	1	12	3	1	2	6	0
	ENSG00000261838	496	0	0	3	0	0	2	0	2	0	0	1	0	0	0	1	0
	ENSG00000245059	1088	0	0	1	0	0	0	2	1	7	0	0	4	6	0	0	0
GCSH	ENSG00000140905	3640	91	28	58	33	51	23	77	11	36	19	30	10	69	147	22	27
PKD1L2	ENSG00000166473	18637	1	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0
RNU6-1191P	ENSG00000252608	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000286759	938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCO1	ENSG00000135697	2689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000280182	2168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000260495	2693	45	28	4	2	4	2	9	3	12	2	4	12	10	25	53	1
MIR4720	ENSG00000284473	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000279021	968	0	0	1	0	0	0	2	2	5	0	0	0	1	0	0	0
PPIAP51	ENSG00000260229	497	3	0	1	0	1	2	1	1	0	0	0	0	0	8	0	1
	ENSG00000279476	2794	0	0	0	0	0	1	0	1	0	0	5	0	6	0	0	0
MIR7854	ENSG00000277255	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6504	ENSG00000275109	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000279681	506	0	0	0	3	0	0	0	1	0	0	0	0	2	2	0	0
	ENSG00000279294	2059	10	0	0	0	0	0	0	3	0	4	1	0	7	0	0	0
	ENSG00000279841	1846	0	0	0	6	1	0	2	0	0	0	6	0	0	0	0	3
PDXDC2P	ENSG00000255185	2707	0	0	0	11	0	0	1	0	0	5	11	2	0	0	0	2
MIR1972-2	ENSG00000239118	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000241183	496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDPR	ENSG00000090857	9679	3020	3019	1358	2877	1433	1005	2862	433	2478	1855	2120	2304	3455	3133	3120	1843
	ENSG00000247228	3427	0	0	0	0	1	1	0	1	0	0	0	0	2	0	5	2
	ENSG00000261145	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMG1P7	ENSG00000261556	4509	573	419	153	409	122	67	306	57	438	300	380	357	376	373	301	362
EXOSC6	ENSG00000223496	5163	2436	1382	2389	2129	2539	1683	2293	1256	1571	1668	2232	1195	2064	2122	1663	2098
RN7SL279P	ENSG00000265648	284	0	3	2	0	0	0	0	3	0	0	0	2	0	0	2	3
DDX19B	ENSG00000157349	4455	865	890	307	404	224	191	861	106	751	356	469	728	697	790	923	346
	ENSG00000260537	2587	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
DDX19A-DT	ENSG00000261777	1765	53	167	21	40	18	18	38	13	114	27	49	121	57	62	181	30
DDX19A	ENSG00000168872	7847	974	945	852	1054	847	542	907	310	947	868	909	703	852	957	1075	970
	ENSG00000285710	1193	0	7	0	1	3	5	0	4	1	0	7	5	4	9	0	0
ST3GAL2	ENSG00000157350	9745	3049	1468	1830	1758	2014	1319	3045	945	1252	1685	1665	1114	3194	3013	1994	1448
	ENSG00000260111	590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS27P26	ENSG00000240043	239	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
RNU6-23P	ENSG00000200153	107	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
FCSK	ENSG00000157353	7231	2553	1828	1532	1199	1372	853	1566	802	1904	922	1169	1386	2294	1861	2884	1193
SF3B3	ENSG00000189091	12416	8451	13528	12634	16508	14608	8336	10328	4682	11856	10216	12573	10344	8369	9244	16289	12976
SNORD111B	ENSG00000221514	80	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0
SNORD111	ENSG00000221066	94	2	0	0	0	0	0	0	0	1	0	5	0	3	0	0	0
AARS1	ENSG00000090861	10248	45754	35060	61661	13496	57599	43799	43066	29096	27048	13875	13558	27909	42912	38796	52856	10275
	ENSG00000252122	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000261717	530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000274220	2557	12	7	0	1	5	5	27	0	4	1	0	2	37	45	1	0
TMEM170A	ENSG00000166822	5572	1148	2256	1672	685	1547	1110	1191	538	1714	549	722	1656	1275	1145	2739	534
	ENSG00000261476	852	13	12	3	11	4	6	0	1	6	2	4	8	5	4	0	5
CHST6	ENSG00000183196	8620	0	5	1	2	0	0	0	0	0	0	0	0	4	0	4	0
	ENSG00000203472	573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000273971	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000260092	2125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000259992	798	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0
	ENSG00000276408	668	6	10	0	0	3	0	15	1	10	3	3	17	3	0	5	2
GABARAPL2	ENSG00000034713	3010	3489	3107	2631	1116	2471	1848	3673	1895	2535	990	1165	2449	3389	3415	3664	971
	ENSG00000276523	501	32	14	19	0	26	18	5	10	22	3	0	9	16	34	21	2
	ENSG00000287194	76	0	0	0	0	2	0	0	0	2	0	0	3	0	0	0	0
TERF2IP	ENSG00000166848	4422	6280	3095	5906	2682	5873	4031	6614	2557	3170	2046	2440	2442	6056	5508	4232	2148
	ENSG00000284484	1240	1	0	2	1	0	2	2	7	0	0	3	0	0	0	0	0
DUXB	ENSG00000282757	1117	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
RN7SL520P	ENSG00000240199	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP5PBP7	ENSG00000261424	760	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
CPHXL	ENSG00000283755	1359	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
RNA5SP403	ENSG00000200468	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP404	ENSG00000252927	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000260362	660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000283221	179	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
	ENSG00000287830	1797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000261810	488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMPDH1P11	ENSG00000261647	1504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000285543	1860	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1
RN7SL493P	ENSG00000266439	299	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
	ENSG00000260756	1313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000279662	4439	12	1	6	7	1	9	6	15	1	3	1	0	7	26	3	6
RNU6-633P	ENSG00000199482	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNAO1-DT	ENSG00000246379	9197	0	0	0	0	0	1	0	3	2	0	0	0	0	0	1	0
	ENSG00000279523	991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000260041	834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNAO1	ENSG00000087258	14555	0	409	376	13	393	228	1	100	98	3	6	200	1	0	440	4
GNAO1-AS1	ENSG00000261439	1905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3935	ENSG00000265281	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000287866	1075	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0
	ENSG00000260198	1777	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0
	ENSG00000279764	1491	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
	ENSG00000272372	1639	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
AMFR	ENSG00000159461	5765	3102	3544	2880	3250	3044	2149	3846	1270	2810	2525	2789	2813	3433	3297	4377	2545
	ENSG00000260621	549	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0
OGFOD1	ENSG00000087263	5779	2119	3121	2715	2951	3101	2026	2886	1279	2756	2148	2433	2451	2291	2350	3071	2251
KARS1	ENSG00000065427	4051	9625	5905	8979	4732	9661	6203	11073	3847	7428	3380	4138	4740	9552	9846	7055	3727
GAN	ENSG00000261609	15699	1958	766	1477	554	1241	978	1444	588	552	540	453	507	1781	1644	813	390
RHBDF1	ENSG00000007384	4914	79	69	18	83	4	11	57	6	76	88	95	46	42	65	154	74
	ENSG00000278995	279	0	0	0	0	0	0	2	0	2	0	0	0	1	0	4	0
NPRL3	ENSG00000103148	6426	2505	2286	2162	3086	2670	1489	2148	929	2325	2562	2816	1711	2051	2053	2458	2982
	ENSG00000269482	472	3	0	0	0	0	0	0	1	0	2	3	0	2	0	2	0
	ENSG00000228779	801	7	3	2	4	3	0	10	7	4	0	0	4	4	1	15	0
HBZ	ENSG00000130656	1160	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0
HBM	ENSG00000206177	912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HBZP1	ENSG00000206178	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HBAP1	ENSG00000225323	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HBA2	ENSG00000188536	827	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HBA1	ENSG00000206172	835	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0
Y_RNA	ENSG00000207243	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HBQ1	ENSG00000086506	528	44	2	3	0	0	0	25	2	4	0	0	0	25	28	2	0
RNU6-359P	ENSG00000202336	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDX28	ENSG00000182810	2317	1466	1328	1315	1463	1485	993	1337	967	1126	1090	1202	960	1365	1504	1118	1230
	ENSG00000261864	549	20	17	5	1	1	2	6	1	8	11	4	3	20	13	22	0
NFATC3	ENSG00000072736	8806	1347	1584	1240	2161	1668	849	2198	476	1697	1436	1635	1410	1722	1790	1545	1686
Y_RNA	ENSG00000201850	95	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
	ENSG00000212445	135	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
	ENSG00000262514	1187	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
	ENSG00000279621	1141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS12P27	ENSG00000240435	337	0	0	0	3	0	0	0	5	2	3	0	0	3	2	0	6
	ENSG00000260891	460	2	0	1	5	0	2	2	5	4	7	9	0	5	1	6	0
	ENSG00000263276	3022	19	1	16	31	17	6	6	1	14	15	8	0	7	8	3	6
	ENSG00000262160	3177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ESRP2	ENSG00000103067	5189	24	5	10	42	7	4	12	10	15	26	23	13	22	21	20	32
MIR6773	ENSG00000284259	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000261469	533	2	0	0	4	0	2	0	1	0	7	1	3	0	0	2	0
PLA2G15	ENSG00000103066	4460	1712	948	1070	4203	1157	723	1716	423	1457	3172	3631	952	1693	1377	1112	3832
	ENSG00000260441	490	3	0	2	6	0	1	1	0	2	3	8	0	0	0	2	2
SLC7A6	ENSG00000103064	7588	2087	1263	1036	3049	1261	604	2501	438	1605	2001	2558	1077	2285	2343	1515	2301
RNU6-1262P	ENSG00000252026	96	4	0	10	10	1	0	8	0	11	19	16	2	7	3	3	6
SLC7A6OS	ENSG00000103061	5230	542	458	359	495	271	202	640	191	357	360	449	281	594	617	507	384
	ENSG00000279649	2704	142	67	66	153	26	45	80	23	110	100	105	71	146	110	128	79
	ENSG00000259797	428	12	0	6	1	1	1	13	2	0	0	9	3	23	12	8	0
RNU4-30P	ENSG00000222177	143	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
SMPD3	ENSG00000103056	6984	85	276	35	564	41	17	43	5	146	490	497	145	61	26	272	463
	ENSG00000279693	2938	1	21	2	79	0	2	7	5	30	75	88	12	11	0	43	42
	ENSG00000287760	1062	1	24	0	13	0	0	0	0	3	11	5	4	2	1	7	4
	ENSG00000274698	2036	0	8	0	7	0	0	0	0	6	1	0	7	3	0	15	1
Y_RNA	ENSG00000199263	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL35AP33	ENSG00000241334	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU4-36P	ENSG00000201164	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
	ENSG00000260228	5033	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
MLYCD	ENSG00000103150	16792	344	56	106	49	65	42	207	33	32	44	46	33	296	263	102	44
	ENSG00000260932	563	0	1	3	0	0	2	0	0	0	0	0	2	0	0	0	0
OSGIN1	ENSG00000140961	5558	82	102	86	29	67	46	52	47	101	20	33	71	87	52	194	56
RNA5SP432	ENSG00000199350	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000285792	2184	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
	ENSG00000274677	612	42	0	46	38	40	14	54	9	11	18	36	7	6	27	3	21
MBTPS1-DT	ENSG00000260018	521	72	22	39	28	37	36	45	37	30	26	12	6	69	60	29	26
	ENSG00000260410	1015	8	0	0	0	1	0	2	5	3	0	0	0	7	5	0	0
HSDL1	ENSG00000103160	4512	6110	553	2994	1986	3171	1987	6599	955	608	1444	1766	568	6050	5378	781	1568
DNAAF1	ENSG00000154099	7783	7	8	314	134	247	250	14	245	8	155	163	1	28	10	23	92
ADAD2	ENSG00000140955	4111	9	0	0	0	0	3	24	0	0	0	0	0	0	2	1	2
	ENSG00000250685	2870	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SLC38A8	ENSG00000166558	1991	0	0	2	0	0	2	0	4	1	0	0	0	0	0	0	0
ITGAM	ENSG00000169896	5688	0	56	5	10	2	3	0	7	58	4	4	45	5	2	95	18
ITGAX	ENSG00000140678	7076	2	1524	0	0	0	3	1	0	751	0	0	979	7	3	4068	0
	ENSG00000261245	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITGAD	ENSG00000156886	4388	2	22	1	0	0	0	4	4	29	3	6	9	11	2	34	11
	ENSG00000260757	1767	0	28	5	8	8	3	1	14	22	7	0	12	5	0	39	2
COX6A2	ENSG00000156885	473	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	ENSG00000277543	467	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ZNF843	ENSG00000176723	4568	0	4	4	0	9	0	0	1	0	0	0	0	0	0	6	0
	ENSG00000261474	449	53	41	43	33	35	27	32	15	77	21	38	30	31	22	152	36
	ENSG00000260267	3026	131	200	134	104	173	130	104	95	202	95	117	114	159	86	303	128
ARMC5	ENSG00000140691	5545	407	1127	1203	1462	1393	836	313	573	1432	1108	1291	881	380	310	1471	1457
	ENSG00000280132	1905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
TGFB1I1	ENSG00000140682	5403	16	13	0	0	0	3	19	0	9	3	4	11	9	22	23	0
SLC5A2	ENSG00000140675	4468	0	13	22	7	10	16	0	28	7	1	4	6	1	0	48	0
RUSF1	ENSG00000140688	3608	2502	3041	4311	1915	3314	2922	2032	2202	2647	1624	1735	2454	2170	2024	4183	1521
	ENSG00000260740	578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000260625	966	24	24	19	5	20	8	15	19	12	2	10	26	19	5	46	3
AHSP	ENSG00000169877	526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02190	ENSG00000261475	1664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000261648	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R64P	ENSG00000213547	933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R65P	ENSG00000260883	808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRG2KP	ENSG00000261741	1205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000278885	641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YBX3P1	ENSG00000261614	1090	6	0	5	5	5	4	4	0	0	1	11	3	4	7	5	2
ZNF720P1	ENSG00000260010	1939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R66P	ENSG00000237185	916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDIPT	ENSG00000103502	3003	4489	4340	2979	2307	3117	2321	4044	1596	2926	1999	1977	2976	4522	3993	4988	2075
	ENSG00000278713	658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDIPTOSP	ENSG00000214725	900	5	7	0	0	0	1	2	1	0	0	1	3	4	0	2	0
ASPHD1	ENSG00000174939	2312	22	82	3	10	1	0	18	0	81	8	16	49	23	27	28	6
KCTD13	ENSG00000174943	6458	2230	1724	789	639	605	470	2063	428	1419	642	639	1341	2191	1828	2054	530
	ENSG00000279789	2194	131	268	64	93	45	29	57	26	277	68	91	224	116	89	366	60
KCTD13-DT	ENSG00000247735	1762	108	27	5	32	44	5	120	6	30	24	25	19	113	119	26	27
ALDOA	ENSG00000149925	3829	309	235	315	261	345	172	322	342	349	206	222	177	285	336	295	273
