gene_symbol	Ensembl_ID	length	R20240016_C2_EKRN240009374-1A_223MF3LT4_L7	R20240016_C1_EKRN240009373-1A_22375FLT4_L6	R20240016_J2_EKRN240009376-1A_22375FLT4_L6	R240016_J4_1_EKRN240015053-1A_223L3FLT4_L7	R240016_C4_1_EKRN240015051-1A_223L3FLT4_L2	R240016_J3_1_EKRN240015052-1A_223L3FLT4_L6	R20240016_J1_EKRN240009375-1A_22375FLT4_L6	R240016_C3_1_EKRN240015050-1A_223L3FLT4_L4
PRPF19P1	ENSG00000264685	898	0	0	0	0	0	0	0	0
ELP2	ENSG00000134759	11060	3970	3971	5655	3510	3611	6385	4775	5242
RPL26P35	ENSG00000244229	460	0	0	0	0	0	0	2	0
CD226	ENSG00000150637	13659	11	9	16	5	18	10	13	15
	ENSG00000273669	663	0	0	0	0	2	1	1	1
	ENSG00000287943	176	0	0	0	0	0	0	0	0
RNF125	ENSG00000101695	6061	228	207	25	20	158	34	25	279
	ENSG00000287693	5720	6	0	3	7	1	8	3	6
	ENSG00000264388	348	0	0	0	0	0	0	0	0
	ENSG00000279678	1039	2	0	0	0	0	0	0	0
	ENSG00000265946	378	0	0	0	0	0	0	0	0
ARL2BPP1	ENSG00000265934	478	0	0	0	0	0	0	0	0
	ENSG00000265644	573	0	0	0	0	0	0	0	0
PIGN	ENSG00000197563	19003	1168	919	1405	973	1031	1500	1274	1551
	ENSG00000263594	629	0	0	0	0	0	0	1	0
	ENSG00000263547	4114	0	0	0	0	0	0	0	0
	ENSG00000287758	1245	0	0	0	0	0	0	0	0
	ENSG00000275178	361	0	0	0	0	0	0	0	0
MOCOS	ENSG00000075643	6303	299	256	47	44	335	53	41	285
LINC01899	ENSG00000265352	1101	0	0	0	0	0	0	0	0
LINC02864	ENSG00000263711	9518	0	0	0	0	0	0	0	0
	ENSG00000263917	565	0	0	0	0	0	0	0	0
	ENSG00000260457	613	0	0	0	0	0	0	0	0
NETO1	ENSG00000166342	8901	0	0	0	0	0	0	0	0
	ENSG00000265995	287	0	0	0	0	0	0	0	0
	ENSG00000265261	2747	0	0	1	0	0	0	2	0
	ENSG00000286245	3913	0	0	0	0	0	0	0	0
	ENSG00000271313	304	0	0	0	0	0	0	0	0
LINC00907	ENSG00000267586	10962	5	10	7	6	18	19	4	9
CNDP2	ENSG00000133313	11822	1961	2340	2933	1612	1957	2861	2871	2752
	ENSG00000265579	2206	0	0	0	0	0	0	0	0
	ENSG00000279416	1302	0	0	1	0	0	1	0	3
	ENSG00000267628	728	0	0	0	0	0	0	0	0
	ENSG00000276934	483	6	1	2	2	4	3	3	5
	ENSG00000267382	1692	0	0	0	0	0	0	0	0
	ENSG00000263863	242	0	0	0	0	0	0	0	0
LINC01910	ENSG00000266278	2637	0	0	0	0	0	0	1	0
	ENSG00000267583	916	1	1	1	3	2	3	2	2
	ENSG00000279034	3569	0	0	0	0	0	0	0	0
	ENSG00000264193	253	0	0	0	0	0	0	0	0
	ENSG00000286844	1281	0	0	0	0	0	0	0	0
	ENSG00000267404	1026	1	0	0	0	1	0	0	0
	ENSG00000267098	1762	0	1	1	0	0	0	0	0
	ENSG00000266479	244	0	0	0	0	0	0	0	0
	ENSG00000280205	3765	2	0	5	0	0	2	3	0
LARP7P3	ENSG00000265698	337	0	0	0	0	0	0	0	0
SERPINB2	ENSG00000197632	2741	0	0	0	0	0	0	0	0
LINC01477	ENSG00000261715	1226	0	0	0	0	0	0	0	0
RPL12P40	ENSG00000243516	488	0	0	0	0	0	0	0	0
	ENSG00000267140	455	0	0	1	0	0	0	0	0
	ENSG00000285748	3249	0	0	0	0	0	0	0	0
	ENSG00000264131	189	0	0	0	0	0	0	0	0
	ENSG00000286716	990	0	0	0	0	0	0	0	0
	ENSG00000265781	374	0	0	0	0	0	0	0	0
	ENSG00000279433	2254	0	0	0	0	0	0	0	0
	ENSG00000286328	1257	0	0	0	0	0	0	0	0
CNDP1	ENSG00000150656	7117	3	0	0	1	2	2	1	3
	ENSG00000267456	385	3	0	0	0	3	0	0	2
	ENSG00000268566	947	0	0	0	0	0	0	0	0
	ENSG00000273584	552	0	0	0	0	1	2	2	0
	ENSG00000267399	552	0	0	0	0	0	0	0	0
	ENSG00000286976	4179	0	0	0	0	0	1	0	0
	ENSG00000264869	876	0	0	0	0	0	0	0	0
RPL17P45	ENSG00000267664	509	0	0	0	0	0	0	0	0
	ENSG00000265980	471	0	0	0	0	0	0	0	0
MIR133A1HG	ENSG00000265142	5825	4	2	12	6	1	12	9	7
	ENSG00000278532	524	1	3	0	1	2	1	0	0
	ENSG00000278330	3125	1	1	0	3	3	4	0	3
	ENSG00000264236	658	0	0	0	0	0	0	1	0
	ENSG00000287689	2934	0	0	0	0	0	0	0	0
ZSCAN30	ENSG00000186814	8271	770	483	908	504	692	986	680	995
LINC01916	ENSG00000264232	1269	0	0	0	0	0	0	0	0
	ENSG00000274214	528	0	0	0	0	0	0	0	0
	ENSG00000278911	2674	0	0	0	0	0	0	0	0
TWSG1	ENSG00000128791	4435	1284	1386	1846	1407	1309	2126	1702	1772
ZNF236-DT	ENSG00000264278	1295	29	26	80	47	42	98	95	33
LINC01922	ENSG00000259779	2339	0	0	0	0	0	0	0	0
DOK6	ENSG00000206052	9554	1135	933	1123	680	870	1237	1077	1496
	ENSG00000278107	586	9	11	48	20	13	47	31	15
KIAA1328	ENSG00000150477	11137	257	158	437	213	279	413	304	309
	ENSG00000287509	974	0	1	0	0	0	0	1	0
	ENSG00000286090	752	0	0	0	0	0	0	0	0
	ENSG00000285915	779	1	0	0	0	0	0	0	2
ZADH2	ENSG00000180011	7943	1516	1257	1584	1118	1326	1753	1328	2027
	ENSG00000279077	2110	6	1	3	3	3	1	4	3
ANKRD29	ENSG00000154065	6417	29	33	86	46	39	108	35	57
LINC01538	ENSG00000266952	3153	0	0	0	0	0	0	0	0
SERPINB8	ENSG00000166401	5764	40	55	45	29	49	33	51	49
LINC01894	ENSG00000264345	1731	1	0	0	0	0	0	0	0
CCBE1	ENSG00000183287	6753	26	17	4	4	25	1	3	28
	ENSG00000287248	2198	1	0	1	0	0	0	0	4
	ENSG00000276993	541	0	0	0	0	0	0	1	0
LINC01541	ENSG00000260676	3105	0	0	2	0	2	0	0	0
ENTR1P1	ENSG00000256704	1150	0	0	0	0	0	0	0	0
	ENSG00000267356	517	0	0	0	0	0	0	0	0
	ENSG00000206129	3193	0	0	0	0	0	0	0	0
FRG2LP	ENSG00000267704	1563	0	0	0	0	0	0	0	0
RPS10P27	ENSG00000267752	496	0	0	1	0	0	0	0	0
	ENSG00000283294	3505	0	0	0	0	0	0	0	0
SLC25A51P2	ENSG00000263716	889	0	1	0	0	0	0	0	0
	ENSG00000267015	502	0	0	0	0	0	0	1	0
NFE2L3P1	ENSG00000267497	1959	0	0	0	0	0	0	0	2
RN7SKP72	ENSG00000199197	292	0	0	0	0	0	0	0	0
RNU6-349P	ENSG00000199272	107	0	0	0	0	0	0	0	0
RN7SL282P	ENSG00000243591	297	0	0	0	0	0	0	0	0
MIR3976	ENSG00000272380	139	0	0	0	0	0	0	0	0
RN7SL50P	ENSG00000242985	298	0	0	0	0	0	0	0	0
RNU5F-3P	ENSG00000200637	117	0	0	0	0	0	0	0	0
MIR4317	ENSG00000283532	65	0	0	0	0	0	0	0	0
RN7SL39P	ENSG00000241223	297	0	2	0	0	0	0	0	0
MIR6718	ENSG00000275518	80	0	0	0	0	0	0	0	0
RNU6-831P	ENSG00000207278	107	0	0	0	0	0	0	0	0
U3	ENSG00000199856	216	0	0	0	0	0	0	0	0
RNU6-916P	ENSG00000251897	109	0	0	0	0	0	0	0	0
RNU2-27P	ENSG00000251994	142	0	0	0	0	0	0	0	0
	ENSG00000212626	134	0	0	0	0	0	0	0	0
RNU6-903P	ENSG00000212572	109	1	1	0	2	0	0	0	0
Y_RNA	ENSG00000200883	98	0	0	0	0	0	0	0	0
Y_RNA	ENSG00000207092	102	0	0	0	0	0	0	0	0
Y_RNA	ENSG00000201466	102	0	0	0	0	0	0	0	0
Y_RNA	ENSG00000252319	99	0	0	0	0	0	0	0	0
MIR7153	ENSG00000283492	57	0	0	0	0	0	0	0	0
RNA5SP451	ENSG00000222520	110	0	0	0	0	0	0	0	0
RNU6ATAC20P	ENSG00000221363	127	0	0	0	0	0	0	0	0
RNU6-1032P	ENSG00000206827	107	0	0	0	0	0	0	0	0
RNU6-1038P	ENSG00000252325	104	0	0	0	0	0	0	0	0
Y_RNA	ENSG00000200750	111	0	0	0	0	0	0	1	0
RN7SL233P	ENSG00000242971	277	1	0	0	0	0	0	1	0
SNORA73	ENSG00000199977	205	0	0	1	1	0	1	0	7
MIR133A1	ENSG00000283927	88	0	0	0	0	0	0	0	0
MIR1-2	ENSG00000284453	85	0	0	0	0	0	0	0	0
RN7SL745P	ENSG00000242182	299	4	0	3	1	2	1	0	2
Y_RNA	ENSG00000223023	108	1	1	0	6	0	1	1	1
MIR4741	ENSG00000284331	90	0	0	0	0	0	0	0	0
Y_RNA	ENSG00000199357	97	0	0	0	0	0	0	0	0
RNU6-702P	ENSG00000201852	107	0	0	0	0	0	0	0	0
RNU6-721P	ENSG00000222087	105	0	0	0	0	0	0	0	0
RN7SL97P	ENSG00000242216	299	0	0	0	0	0	0	0	0
RNU6-1289P	ENSG00000207160	106	0	0	0	0	0	0	0	0
MIR302F	ENSG00000283218	51	0	0	0	0	0	0	0	0
Y_RNA	ENSG00000199636	105	0	0	0	0	0	0	0	0
Y_RNA	ENSG00000199366	106	0	0	0	0	0	3	0	0
MIR8057	ENSG00000276221	69	2	0	1	0	0	0	0	0
RNU6-408P	ENSG00000251719	100	0	0	0	0	0	0	0	0
RNU5A-6P	ENSG00000206863	116	0	0	1	0	0	2	0	0
RNA5SP452	ENSG00000199874	119	0	0	0	3	0	2	0	0
METAZOA_SRP	ENSG00000273524	258	2	0	2	1	0	1	0	0
RNU6-435P	ENSG00000206766	105	0	0	0	0	0	0	1	0
MIR320C2	ENSG00000212051	50	0	0	0	0	0	4	0	0
RNU6-316P	ENSG00000212329	107	0	0	0	0	0	0	0	0
RNU6-1050P	ENSG00000222320	107	0	0	0	0	0	0	0	0
Y_RNA	ENSG00000199204	102	0	0	0	0	0	0	0	0
MIR3975	ENSG00000283514	70	0	0	0	0	0	0	0	0
MIR3929	ENSG00000265641	55	0	0	0	1	0	0	0	0
MIR4318	ENSG00000266530	81	0	0	0	0	0	0	0	0
MIR924	ENSG00000283615	53	0	0	0	0	0	0	0	0
MIR5583-2	ENSG00000283645	59	0	0	0	0	0	0	0	0
MIR5583-1	ENSG00000266148	59	0	0	0	0	0	0	0	0
RNU6-1242P	ENSG00000212354	103	0	0	0	0	0	0	0	0
RN7SKP182	ENSG00000222704	298	0	0	0	0	0	0	0	0
RNA5SP454	ENSG00000253040	127	0	0	0	0	0	0	0	0
RNA5SP455	ENSG00000202060	119	0	0	0	0	0	0	0	0
RN7SKP26	ENSG00000222179	293	0	0	0	0	0	0	0	0
MIR187	ENSG00000207797	109	0	0	0	0	0	0	0	0
RNU6-1278P	ENSG00000251939	107	2	4	0	2	1	4	9	2
MIR4743	ENSG00000266276	69	0	0	0	0	0	0	0	0
MIR4527	ENSG00000266582	70	0	0	0	0	0	0	0	0
RNU6-706P	ENSG00000253038	104	0	0	0	0	0	0	0	0
RNY4P37	ENSG00000252034	96	0	0	3	1	1	0	1	2
RNU6-708P	ENSG00000206944	107	0	0	0	0	0	0	0	0
RNA5SP458	ENSG00000251997	119	0	0	0	0	0	0	0	0
MIR4528	ENSG00000263872	90	0	0	0	0	0	0	0	0
RN7SL310P	ENSG00000240663	281	0	0	0	0	0	0	0	0
Y_RNA	ENSG00000201668	112	0	0	0	0	0	0	0	0
RNU6-737P	ENSG00000202240	107	0	0	0	0	0	0	0	0
RNA5SP457	ENSG00000200527	124	0	0	0	0	0	0	0	0
MIR4320	ENSG00000283343	65	0	0	0	0	0	0	0	0
Y_RNA	ENSG00000206865	101	0	0	0	0	0	0	0	0
U3	ENSG00000212539	200	0	0	0	0	0	0	0	0
SCARNA17	ENSG00000251992	144	0	0	0	0	0	0	0	0
	ENSG00000252139	83	0	0	0	0	0	0	0	0
SNORA73	ENSG00000201816	201	0	0	0	0	0	0	0	0
RNU6-116P	ENSG00000206769	109	0	0	0	0	0	0	0	0
RN7SL342P	ENSG00000239398	294	0	0	0	0	0	0	0	0
RNA5SP456	ENSG00000200872	114	0	0	0	0	0	0	0	0
RNU4-17P	ENSG00000202468	141	0	0	0	0	0	0	0	0
RNU6-567P	ENSG00000252555	107	0	0	0	0	0	0	0	0
Y_RNA	ENSG00000199867	102	0	0	0	0	0	0	0	0
MIR5011	ENSG00000263354	103	0	0	0	0	0	0	0	0
RNU6-142P	ENSG00000206746	107	0	0	0	0	0	0	0	0
RNU6-1037P	ENSG00000238680	107	0	0	0	0	0	0	0	0
RN7SL705P	ENSG00000243549	294	0	0	0	0	0	0	0	0
RN7SL795P	ENSG00000239748	282	2	0	0	0	0	0	0	0
RNA5SP460	ENSG00000252598	100	0	0	0	0	0	0	0	0
MIR548AV	ENSG00000263750	62	0	0	0	0	0	0	0	0
	ENSG00000283452	147	0	0	0	0	0	0	0	0
RN7SL401P	ENSG00000241866	298	0	0	0	0	0	0	0	0
RNU6-39P	ENSG00000207072	107	0	0	0	0	0	0	0	0
METAZOA_SRP	ENSG00000275355	265	0	0	0	0	0	1	2	0
	ENSG00000199392	127	0	0	0	0	0	0	0	0
RNU6-655P	ENSG00000199728	107	0	0	0	0	0	0	0	0
Y_RNA	ENSG00000201723	94	0	0	0	0	0	0	0	0
RNA5SP461	ENSG00000252260	104	0	0	0	0	0	0	0	0
RNU6-346P	ENSG00000252097	111	0	1	0	0	0	0	0	0
LINC01895	ENSG00000259256	2085	0	0	0	0	0	0	0	0
RPL31P59	ENSG00000240364	332	0	0	0	0	0	0	0	0
IGLJCOR18	ENSG00000265243	424	0	0	0	0	0	0	0	0
RPL21P127	ENSG00000243720	477	0	0	0	0	0	0	0	0
BOD1P1	ENSG00000263460	436	0	0	0	0	0	0	0	0
GAPLINC	ENSG00000266835	1051	0	0	1	0	3	0	1	0
	ENSG00000274776	2599	4	6	10	7	7	8	1	18
PIAS2	ENSG00000078043	17535	1251	1006	1733	1123	1172	1917	1419	1700
	ENSG00000267587	621	0	0	0	0	0	0	0	3
	ENSG00000279354	603	0	1	0	0	0	0	0	0
	ENSG00000280212	478	4	2	0	1	6	6	1	4
	ENSG00000266957	200	1	0	3	0	3	1	4	7
	ENSG00000267724	2117	14	9	18	10	13	32	30	21
	ENSG00000267800	273	8	5	10	5	6	10	21	10
HDHD2	ENSG00000167220	4679	106	135	222	138	99	300	173	193
	ENSG00000267228	1786	0	0	0	0	0	0	0	0
IER3IP1	ENSG00000134049	4233	1163	1418	1172	770	1155	1220	1011	1602
RNU6-1131P	ENSG00000201825	107	0	0	0	0	0	0	0	0
	ENSG00000288616	1641	0	0	0	0	0	0	0	0
	ENSG00000288607	1641	0	0	0	0	0	0	0	1
	ENSG00000288631	1641	0	0	0	0	0	0	0	0
SKOR2	ENSG00000215474	4151	2	1	0	0	4	0	0	1
TGIF1	ENSG00000177426	8121	388	338	584	313	470	428	480	512
TAF4B	ENSG00000141384	4886	329	276	391	217	275	396	325	464
PMAIP1	ENSG00000141682	2186	441	594	653	395	453	681	616	596
ZNF519	ENSG00000175322	15787	452	351	582	466	438	786	477	670
DSG4	ENSG00000175065	4696	0	0	0	0	0	0	0	0
Y_RNA	ENSG00000207240	114	0	0	0	0	0	0	0	0
DSG3	ENSG00000134757	5579	0	0	1	0	0	0	0	0
	ENSG00000266521	433	0	0	0	0	0	0	0	0
DSG2-AS1	ENSG00000264859	2448	0	0	0	0	0	0	0	1
	ENSG00000259985	1169	102	118	99	78	134	122	92	177
RN7SKP44	ENSG00000200472	316	0	0	0	0	3	1	0	3
	ENSG00000263772	355	0	0	0	0	0	0	0	0
TTR	ENSG00000118271	2176	1	0	0	0	0	0	0	2
	ENSG00000286426	812	0	0	0	0	0	0	0	0
CDH2	ENSG00000170558	8583	8280	9207	11114	6299	7483	11706	10129	10885
	ENSG00000274578	471	0	2	3	0	2	0	0	0
	ENSG00000266905	352	0	3	3	0	0	0	2	2
	ENSG00000280335	714	0	0	0	0	0	0	0	0
	ENSG00000264269	659	0	0	1	1	0	3	2	0
MIR4744	ENSG00000263849	82	0	0	0	0	0	0	0	0
	ENSG00000265128	502	0	1	0	0	0	0	0	0
	ENSG00000266696	472	0	0	1	0	0	0	0	0
	ENSG00000263895	332	0	0	0	0	0	4	0	0
	ENSG00000287518	546	0	0	1	0	0	0	0	0
PRR13P4	ENSG00000264971	421	0	0	0	0	0	0	0	0
RPL17-C18ORF32	ENSG00000215472	1529	0	5	2	5	0	13	5	11
	ENSG00000263916	483	21	13	28	20	18	26	23	26
	ENSG00000265496	582	10	5	4	4	2	8	7	6
MIR1539	ENSG00000284239	50	0	0	0	0	0	0	0	0
SNORD58C	ENSG00000202093	64	0	0	0	0	0	0	0	0
SNORD58A	ENSG00000206602	65	0	0	0	0	0	0	0	0
SNORD58B	ENSG00000271982	66	0	0	0	0	0	0	0	0
SRP72P1	ENSG00000265182	1750	0	0	0	0	0	0	0	0
LINC02837	ENSG00000264464	2190	0	0	0	0	0	0	0	0
LIPG	ENSG00000101670	13089	2	1	1	0	1	0	1	3
DYM	ENSG00000141627	12343	1741	1610	2307	1443	1506	2626	2192	2371
SRSF10P1	ENSG00000267717	764	3	0	0	0	5	2	1	2
RNU1-46P	ENSG00000207154	164	0	0	0	0	0	0	0	0
MEX3C	ENSG00000176624	7871	1956	2043	2364	1539	1971	2555	2710	2686
LINC01929	ENSG00000267013	3254	0	0	0	0	0	0	0	0
RNA5SP459	ENSG00000252437	100	0	0	0	0	0	0	0	0
TCF4	ENSG00000196628	29166	23764	18082	41530	24441	19904	43141	35112	30030
TCF4-AS1	ENSG00000267028	396	0	0	1	0	0	0	0	0
MIR4529	ENSG00000264571	78	0	0	0	0	0	0	0	0
TCF4-AS2	ENSG00000267402	445	1	0	0	0	0	0	0	0
RPL21P126	ENSG00000242320	478	0	0	0	0	0	0	0	0
LINC01415	ENSG00000267325	4434	129	91	161	96	115	148	128	146
	ENSG00000267172	2593	0	0	0	0	0	0	0	0
	ENSG00000263677	2694	5	7	0	2	10	8	0	14
PCAT18	ENSG00000265369	2598	2	5	0	1	6	7	2	4
U3	ENSG00000275900	214	0	0	0	0	0	0	0	0
	ENSG00000263382	1474	0	0	0	0	0	0	0	0
	ENSG00000266184	913	2	0	0	0	0	0	0	0
AQP4	ENSG00000171885	5943	2	6	2	3	5	2	0	1
	ENSG00000267743	568	0	0	1	0	0	0	0	0
	ENSG00000267504	1101	0	1	0	0	0	1	2	1
ELOA3CP	ENSG00000275553	1218	0	0	0	0	0	0	0	0
	ENSG00000277837	4980	0	2	1	1	1	2	2	0
ONECUT2	ENSG00000119547	16546	1109	492	1479	827	713	1549	1061	1326
	ENSG00000278703	481	3	6	3	3	1	1	0	5
NARS1	ENSG00000134440	4089	5913	6394	6404	4114	5724	6851	5905	7989
	ENSG00000267787	5451	192	253	185	123	209	222	145	298
ATP8B1	ENSG00000081923	7028	66	24	40	22	28	49	45	56
RNU6-742P	ENSG00000202159	107	1	0	2	0	0	1	0	1
RSL24D1P11	ENSG00000231544	491	3	3	4	4	3	1	4	9
LINC01897	ENSG00000267209	405	0	0	0	0	0	0	0	0
HMGN1P30	ENSG00000235028	268	0	0	1	0	0	0	0	5
	ENSG00000267675	646	0	0	0	0	0	0	0	0
MIR122	ENSG00000284440	85	0	0	0	0	0	0	0	0
MIR3591	ENSG00000207778	73	0	0	0	0	0	0	0	0
	ENSG00000276403	1294	0	0	0	0	0	0	0	0
ALPK2	ENSG00000198796	9565	0	1	0	0	2	0	0	3
	ENSG00000274354	713	0	0	0	0	0	0	0	3
	ENSG00000267257	2553	0	0	0	0	0	0	0	0
	ENSG00000267579	335	0	0	0	0	0	0	0	0
SNORA108	ENSG00000252284	68	0	0	0	0	0	0	0	0
RPL9P31	ENSG00000239659	578	0	0	0	0	0	0	0	0
	ENSG00000275418	249	0	0	0	0	0	0	0	0
MALT1-AS1	ENSG00000267226	1209	1	5	7	3	5	16	13	7
MALT1	ENSG00000172175	11448	751	685	763	548	642	990	724	1036
	ENSG00000267476	670	1	0	0	1	1	0	0	0
MRPL37P1	ENSG00000266946	1337	0	0	0	0	0	0	1	0
	ENSG00000267705	625	0	0	0	0	0	0	0	0
	ENSG00000267501	740	1	0	0	0	0	2	1	2
RNU6-219P	ENSG00000201598	107	0	0	0	0	0	0	0	0
LINC01926	ENSG00000267593	648	0	0	0	0	0	0	0	0
U8	ENSG00000199713	134	0	0	0	0	0	0	0	0
RNU2-69P	ENSG00000251870	100	1	0	6	0	3	3	0	3
OACYLP	ENSG00000224367	3166	3	0	0	0	0	0	0	0
	ENSG00000267215	2619	0	0	0	0	0	0	0	0
INO80C	ENSG00000153391	5073	356	499	628	425	415	692	596	578
PTPRM	ENSG00000173482	9900	739	630	1000	598	676	1061	925	1066
L3MBTL4	ENSG00000154655	7959	339	309	448	253	280	453	351	431
GATA6	ENSG00000141448	3799	0	0	0	0	0	0	0	0
ST8SIA5	ENSG00000101638	15673	6	2	8	3	13	10	9	10
ARHGAP28	ENSG00000088756	11912	560	571	786	474	553	789	781	836
RELCH	ENSG00000134444	10722	873	803	1655	972	947	1716	1340	1261
ZNF532	ENSG00000074657	11754	4419	3630	3250	1988	4099	3512	2939	6250
C18ORF32	ENSG00000177576	5747	181	213	285	220	212	359	346	247
TSHZ1	ENSG00000179981	8566	963	857	1203	659	811	1135	996	1314
APCDD1	ENSG00000154856	5937	54	42	17	4	42	20	20	63
NAPG	ENSG00000134265	5589	1097	923	1436	857	1020	1600	1139	1465
	ENSG00000265728	855	0	0	0	0	0	0	0	0
LINC01887	ENSG00000266604	860	0	0	0	0	0	0	0	0
	ENSG00000264503	145	0	0	0	0	0	0	0	0
MIX23P1	ENSG00000264311	430	3	0	0	0	0	0	0	3
	ENSG00000264072	422	0	0	0	0	0	0	0	0
	ENSG00000266470	159	0	0	0	0	0	0	0	0
PMM2P1	ENSG00000265038	730	0	0	0	0	0	0	0	0
	ENSG00000260779	3566	0	0	0	0	0	0	0	0
	ENSG00000264843	823	0	0	0	0	0	0	0	0
KIAA0895LP1	ENSG00000264714	3016	0	0	0	0	0	0	0	2
MIR6788	ENSG00000274838	66	0	0	0	0	0	0	0	0
	ENSG00000263952	800	0	0	0	0	0	0	0	0
	ENSG00000263682	1647	0	0	0	0	0	0	0	0
	ENSG00000287646	2554	8	3	6	3	5	3	7	18
SOCS6	ENSG00000170677	5839	1206	1280	988	647	1101	1095	932	1589
LIVAR	ENSG00000266304	384	0	0	1	0	0	1	0	0
	ENSG00000244527	480	0	0	0	0	0	0	0	0
RNU6-120P	ENSG00000251886	103	0	0	0	0	0	0	0	0
EXOGP1	ENSG00000263748	997	0	0	0	0	0	0	0	0
GREB1L-DT	ENSG00000265984	428	0	0	0	0	0	0	0	0
	ENSG00000265948	361	0	0	0	0	0	0	0	0
	ENSG00000265751	679	0	0	0	0	0	0	0	0
	ENSG00000221139	104	0	0	0	0	0	0	0	0
ESCO1	ENSG00000141446	5285	925	1003	1159	736	1056	1315	846	1292
SNRPD1	ENSG00000167088	4862	3313	3829	3280	1843	3429	3295	2782	3834
ABHD3	ENSG00000158201	4337	244	252	365	245	284	400	285	353
	ENSG00000264188	336	5	0	0	9	3	3	2	7
	ENSG00000265656	447	2	1	0	2	0	3	0	0
MIR320C1	ENSG00000221493	88	0	0	5	0	0	0	0	0
	ENSG00000252677	170	0	0	0	0	0	0	0	0
	ENSG00000267766	207	0	0	0	0	0	0	0	1
	ENSG00000283125	547	1	0	0	0	0	0	0	0
KDSR	ENSG00000119537	9031	1003	1044	1462	935	1094	1767	1358	1537
VPS4B	ENSG00000119541	4315	1729	1775	2432	1469	1577	2661	2142	2322
	ENSG00000267430	1153	1	0	0	3	1	0	4	2
SERPINB5	ENSG00000206075	3742	0	0	0	0	0	0	0	0
	ENSG00000269989	418	0	0	0	0	0	0	0	0
ATP5MC1P6	ENSG00000214318	412	0	0	0	0	0	0	0	0
BCL2	ENSG00000171791	12612	1457	1465	1158	587	1145	1242	1043	1859
	ENSG00000212712	1147	3	0	5	0	0	1	1	1
	ENSG00000267533	1148	4	2	7	1	6	11	6	9
	ENSG00000256616	3423	104	87	75	36	73	85	82	122
	ENSG00000267722	258	1	0	0	0	0	0	0	0
	ENSG00000267478	1468	0	0	0	0	0	0	0	1
ANKRD62	ENSG00000181626	4837	6	3	2	0	1	6	2	9
RNU6-324P	ENSG00000200827	106	0	0	0	0	0	0	0	0
SDHDP1	ENSG00000267162	474	0	0	0	0	0	0	0	0
PMM2P2	ENSG00000267116	732	0	0	0	0	0	0	0	0
	ENSG00000279285	745	0	1	1	0	0	1	0	0
	ENSG00000267643	422	0	0	0	0	0	0	0	0
	ENSG00000267733	2209	0	0	1	0	0	0	0	0
MIX23P3	ENSG00000267076	430	1	0	0	1	2	1	4	1
	ENSG00000267247	485	0	0	0	0	0	0	0	0
PPIAP56	ENSG00000267663	467	0	0	0	0	0	0	0	0
CIDEA	ENSG00000176194	1810	0	0	0	0	0	0	0	0
	ENSG00000280302	3313	0	0	0	0	0	0	0	0
RNU6-170P	ENSG00000199702	104	0	0	0	0	0	0	0	0
TUBB6	ENSG00000176014	3941	1137	1941	1265	782	1525	1165	1292	1708
MLECP1	ENSG00000277899	709	0	0	0	0	0	0	0	0
SETBP1-DT	ENSG00000267414	2065	16	33	23	9	16	34	21	22
	ENSG00000280365	741	1	0	0	0	0	0	0	0
MIR4319	ENSG00000265957	85	0	0	0	0	0	0	0	0
	ENSG00000279319	3095	1	0	0	0	1	0	0	2
	ENSG00000267101	3434	0	0	0	0	0	0	0	0
	ENSG00000267286	466	0	0	0	0	0	0	0	0
	ENSG00000267239	2086	0	0	0	0	0	0	0	0
	ENSG00000267177	228	0	0	0	0	0	0	0	0
C18ORF15	ENSG00000279020	2534	0	0	0	0	0	0	0	0
	ENSG00000286926	589	1	0	0	0	0	0	0	0
	ENSG00000279275	696	0	0	0	0	0	0	0	0
	ENSG00000267393	480	0	0	0	0	0	0	0	0
LDLRAD4-AS1	ENSG00000267690	2190	1	0	0	0	0	0	0	0
MIR5190	ENSG00000266146	80	1	0	0	0	0	0	0	0
	ENSG00000267694	498	0	0	0	0	0	0	0	0
	ENSG00000267529	1698	1	0	0	0	0	0	0	0
	ENSG00000267366	487	3	6	4	4	1	2	1	5
	ENSG00000267136	4745	6	4	1	0	0	1	2	7
	ENSG00000267503	665	2	0	1	0	0	0	0	0
MIR4526	ENSG00000263527	87	0	0	0	0	0	0	0	0
	ENSG00000266954	538	0	0	0	0	1	0	0	1
FAM210A	ENSG00000177150	4681	690	634	688	505	633	870	612	940
	ENSG00000279962	236	0	0	0	0	0	0	0	0
RN7SL362P	ENSG00000242707	267	0	0	0	0	0	0	0	0
RNMT	ENSG00000101654	6980	2829	2150	3575	2301	2565	3865	3266	3960
	ENSG00000266049	1049	1	0	4	0	0	0	1	0
Y_RNA	ENSG00000207034	117	0	0	0	0	0	0	0	0
EMILIN2	ENSG00000132205	6469	63	80	79	44	80	82	83	104
LPIN2	ENSG00000101577	6629	1041	1109	1866	1117	1002	1967	1696	1681
	ENSG00000272625	720	2	0	3	1	3	0	2	4
CHORDC1P4	ENSG00000263606	1341	0	0	4	2	1	5	3	2
	ENSG00000265907	3632	2	3	1	0	0	0	1	2
	ENSG00000266397	568	0	0	0	0	0	0	0	0
SNRPCP4	ENSG00000264186	427	0	0	0	0	0	0	0	2
	ENSG00000277447	319	2	0	0	0	0	0	0	0
